speed;rate;vol;wear;rough;cost;victories;defeats;draws
52.06;57.79;5000;32.7;0.56;7.8;556;443;0
55.13;78.14;5000;31.83;0.62;6.24;821;178;0
50.6;56.67;5000;32.72;0.56;7.87;548;451;0
53.79;50;5000;33.21;0.53;8.73;392;607;0
56;83.61;5000.01;31.68;0.63;5.94;883;116;0
56.42;86.84;5000.12;31.62;0.63;5.78;913;86;0
53.1;65.08;5000.06;32.35;0.58;7.14;651;348;0
54.96;74.04;5000;31.98;0.61;6.5;759;240;0
50.39;54.87;5000;32.81;0.55;8.05;521;478;0
73.91;148.89;5000.01;33.42;0.66;4.46;359;640;0
73.59;149.1;5000;33.43;0.66;4.45;357;642;0
69.28;116.8;5000.01;31.87;0.65;4.99;807;192;0
52.99;68.2;5000.03;32.2;0.59;6.88;681;318;0
51.95;71.03;5000;32.1;0.6;6.64;713;285;1
51.26;68.49;5000;32.2;0.6;6.82;682;317;0
52.13;62.08;5000;32.48;0.58;7.38;624;375;0
79.85;50;5000;36;0.49;10.21;5;994;0
79.35;50;5000;35.95;0.49;10.18;11;988;0
57.61;85.85;5000;31.63;0.63;5.86;907;92;0
65.41;50;5000;34.32;0.51;9.31;224;775;0
69.89;121.12;5000;31.99;0.65;4.89;756;243;0
54.93;83.29;5000;31.7;0.63;5.93;874;125;0
76.44;50;5000;35.63;0.5;10;54;945;0
67.65;117.78;5000;31.82;0.65;4.92;826;173;0
64.77;50;5000;34.24;0.52;9.28;235;764;0
68.31;50;5000;34.67;0.51;9.49;183;816;0
66.2;50;5000;34.41;0.51;9.36;213;786;0
76.4;50;5000;35.63;0.5;9.99;55;944;0
50.36;54.45;5000;32.83;0.55;8.1;516;483;0
50.5;54.24;5000;32.84;0.55;8.12;510;489;0
75.22;140.08;5000.01;32.94;0.66;4.63;473;526;0
51.33;69.25;5000;32.17;0.6;6.76;690;309;0
53.19;50;5000;33.17;0.53;8.71;401;598;0
60.71;108.38;5000;31.59;0.65;5.02;926;73;0
55.39;71.92;5000.03;32.07;0.6;6.67;721;278;0
63.31;50;5000;34.08;0.52;9.19;257;742;0
59.38;93.2;5000;31.52;0.64;5.55;971;28;0
50.44;55.35;5000;32.79;0.55;8;528;471;0
69.01;123.8;5000;32.03;0.66;4.8;740;259;0
75.17;50;5000;35.49;0.5;9.92;75;924;0
78.64;50;5000;35.87;0.49;10.14;22;977;0
66.75;50;5000;34.48;0.51;9.39;204;794;1
55;73.49;5000;32;0.61;6.54;750;249;0
63.8;50;5000;34.13;0.52;9.22;251;748;0
50.7;59.54;5000;32.59;0.57;7.58;593;406;0
52.81;50;5000;33.15;0.53;8.69;405;594;0
55.48;73.52;5000;32.01;0.61;6.55;746;253;0
68.1;50;5000;34.64;0.51;9.47;186;813;0
50.81;56.03;5000.03;32.76;0.56;7.94;536;463;0
50.37;56.12;5000.01;32.75;0.56;7.92;540;459;0
62.01;50;5000;33.93;0.52;9.12;277;722;0
78.87;50;5000;35.9;0.49;10.15;17;981;1
75.13;50;5000.01;35.49;0.5;9.91;76;923;0
55.8;75.51;5000;31.93;0.61;6.43;778;221;0
71.25;50;5000;35.03;0.51;9.67;136;863;0
70.32;50;5000;34.91;0.51;9.61;150;849;0
59.84;87.86;5000.1;31.63;0.63;5.82;911;88;0
56.1;77.7;5000.01;31.86;0.61;6.29;811;188;0
53.38;50;5000;33.19;0.53;8.71;398;601;0
60.85;94.55;5000.01;31.53;0.64;5.53;966;33;0
50.7;57.79;5000;32.67;0.56;7.76;569;430;0
67.44;113.87;5000;31.74;0.65;5.02;858;141;0
54.16;71.94;5000;32.05;0.6;6.63;728;270;1
72.2;50;5000;35.14;0.5;9.73;122;876;1
54.02;68.41;5000;32.21;0.59;6.9;680;319;0
49.73;50.49;5000;33.01;0.54;8.53;442;556;1
54.3;50;5000;33.24;0.53;8.75;387;612;0
52.13;72.58;5000.01;32.04;0.61;6.54;734;265;0
57.09;83.91;5000;31.68;0.63;5.95;884;114;1
68.91;125.05;5000;32.07;0.66;4.77;727;272;0
53.83;67.47;5000;32.25;0.59;6.97;675;324;0
54.22;77.23;5000.08;31.86;0.61;6.27;807;192;0
79.4;50;5000;35.95;0.49;10.19;10;989;0
70.35;148.17;5000;33.38;0.66;4.4;371;628;0
59.76;94.85;5000;31.51;0.64;5.49;980;19;0
63.32;99.59;5000;31.54;0.64;5.39;955;44;0
57.24;82.06;5000;31.73;0.62;6.06;863;136;0
71.84;50;5000;35.1;0.5;9.7;127;872;0
50.58;65.75;5000.01;32.31;0.59;7.02;659;340;0
55.17;74.05;5000.04;31.98;0.61;6.51;757;242;0
50.96;62.35;5000;32.46;0.58;7.33;631;368;0
66.45;113.32;5000.2;31.7;0.65;5.01;874;125;0
50.91;60.95;5000.01;32.52;0.57;7.45;614;385;0
51.64;51.37;5000;33.02;0.54;8.48;438;561;0
51.81;64.48;5000.01;32.36;0.58;7.16;647;351;1
73.35;50;5000;35.28;0.5;9.8;107;892;0
50.05;50.88;5000;33;0.54;8.49;448;551;0
52.15;57.59;5000;32.71;0.56;7.82;553;446;0
76.88;50;5000;35.68;0.5;10.02;46;953;0
53.32;50;5000;33.18;0.53;8.71;399;600;0
51.92;52.88;5000;32.96;0.54;8.32;467;532;0
54.25;72.98;5000;32.01;0.61;6.56;744;255;0
53.8;62.15;5000;32.52;0.58;7.43;615;384;0
77.14;50;5000;35.71;0.5;10.04;42;957;0
73.31;50;5000;35.27;0.5;9.8;108;891;0
53.03;76.93;5000;31.89;0.62;6.27;796;203;0
75.46;50;5000;35.52;0.5;9.93;70;929;0
49.86;53.36;5000;32.87;0.55;8.2;499;500;0
50.69;56.05;5000.01;32.76;0.56;7.93;538;461;0
59.23;88.55;5000;31.6;0.63;5.76;927;72;0
56.36;77.32;5000.03;31.87;0.61;6.32;803;196;0
63.15;132.93;5000;32.6;0.66;4.52;574;425;0
72.51;145.81;5000;33.19;0.66;4.47;398;601;0
71.26;123.72;5000;32.11;0.65;4.87;707;292;0
59.3;50;5000;33.65;0.52;8.98;315;683;1
51.11;61.84;5000.02;32.48;0.58;7.38;623;376;0
64.36;50;5000;34.2;0.52;9.25;241;758;0
51.33;66.93;5000;32.26;0.59;6.94;670;329;0
64.01;50;5000;34.16;0.52;9.23;246;753;0
52.96;75.25;5000.01;31.94;0.61;6.37;776;223;0
48.05;50.53;5000;32.98;0.54;8.47;456;543;0
58.13;83.44;5000.01;31.7;0.62;6;873;126;0
76.28;139.84;5000;32.99;0.66;4.67;454;545;0
50.45;53.64;5000;32.87;0.55;8.19;500;499;0
50.86;51.21;5000;33;0.54;8.48;446;553;0
57.11;86.03;5000;31.63;0.63;5.84;908;91;0
50.55;50.75;5000;33.02;0.54;8.52;439;560;0
51.4;59.11;5000;32.62;0.57;7.64;586;413;0
71.32;50;5000;35.03;0.5;9.67;135;864;0
60.22;97.16;5000;31.5;0.64;5.4;993;6;0
54.29;75.2;5000;31.93;0.61;6.41;780;219;0
51.03;52.88;5000;32.92;0.54;8.29;481;518;0
50.68;56.11;5000;32.75;0.56;7.93;539;460;0
63.73;50;5000;34.12;0.52;9.22;252;747;0
69.16;50;5000;34.77;0.51;9.54;169;830;0
69.02;50;5000;34.76;0.51;9.53;172;827;0
59.78;98.92;5000;31.5;0.64;5.33;997;2;0
53.9;68.92;5000;32.18;0.6;6.85;687;312;0
57.67;83.57;5000;31.69;0.62;5.98;877;122;0
53.11;69.02;5000.11;32.17;0.6;6.82;689;310;0
63.15;129.27;5000;32.36;0.66;4.58;635;364;0
66.92;125.05;5000;32.04;0.66;4.72;734;265;0
51.8;55.2;5000.01;32.83;0.55;8.06;517;482;0
68.58;50;5000;34.7;0.51;9.5;178;821;0
68.45;123.45;5000;32;0.66;4.8;751;248;0
53.9;70.57;5000;32.11;0.6;6.72;707;292;0
61.26;116.41;5000.01;31.81;0.66;4.82;827;172;0
59.07;89.71;5000;31.57;0.63;5.7;942;57;0
69.39;50;5000;34.8;0.51;9.55;165;834;0
74.97;50;5000;35.47;0.5;9.9;78;921;0
55.73;81.33;5000;31.74;0.62;6.06;859;140;0
61.42;109.65;5000;31.6;0.65;5;918;81;0
52.86;64.62;5000;32.37;0.58;7.18;646;353;0
63.58;150;5000;34.07;0.67;4.32;258;741;0
66.28;118.03;5000;31.8;0.65;4.88;837;162;0
53.62;64.81;5000;32.37;0.58;7.18;645;354;0
59.97;90.59;5000;31.57;0.63;5.68;943;56;0
64.07;125.22;5000;32.09;0.66;4.67;711;288;0
62.4;112.98;5000;31.67;0.65;4.92;886;113;0
67.56;121.16;5000;31.91;0.66;4.83;788;211;0
49.25;51.84;5000;32.94;0.54;8.35;473;526;0
64.68;50;5000;34.23;0.52;9.27;237;762;0
56.02;50;5000;33.36;0.53;8.82;369;630;0
59.66;89.32;5000.01;31.59;0.63;5.74;931;68;0
55.8;77.7;5000.01;31.85;0.61;6.28;812;187;0
70.15;135;5000.02;32.52;0.66;4.6;613;386;0
67.25;50;5000;34.54;0.51;9.42;197;802;0
49.73;51.01;5000.08;32.98;0.54;8.46;454;545;0
52.2;57.9;5000.01;32.7;0.56;7.79;558;441;0
74.84;143.68;5000;33.12;0.66;4.56;414;585;0
51.23;52.96;5000;32.93;0.54;8.29;480;519;0
49.34;51.91;5000;32.93;0.54;8.35;474;525;0
63.5;101.17;5000;31.54;0.64;5.33;956;43;0
52.12;71.42;5000.01;32.08;0.6;6.62;720;279;0
50.55;50.19;5000;33.05;0.53;8.59;428;571;0
50.72;59.7;5000;32.58;0.57;7.57;597;402;0
61.22;94.7;5000;31.53;0.64;5.53;963;36;0
56.56;83.48;5000;31.69;0.62;5.96;881;117;1
74.55;50;5000;35.42;0.5;9.88;85;914;0
63.09;120.46;5000;31.91;0.66;4.75;786;213;0
70.16;50;5000;34.89;0.51;9.6;152;847;0
51.08;62.11;5000;32.47;0.58;7.35;628;371;0
67.45;50;5000;34.56;0.51;9.43;194;805;0
56.36;80.96;5000;31.75;0.62;6.1;853;145;1
52.29;55.5;5000.01;32.83;0.55;8.04;518;481;0
65.75;150;5000;33.81;0.67;4.33;294;705;0
69.58;50;5000;34.82;0.51;9.56;162;837;0
65.63;111.05;5000.01;31.65;0.65;5.06;899;100;0
51.82;56.53;5000;32.76;0.56;7.92;537;462;0
77.73;50;5000;35.78;0.49;10.08;33;966;0
51.66;57.52;5000;32.7;0.56;7.81;555;444;0
56.56;78.22;5000;31.84;0.61;6.27;816;183;0
58.65;50;5000;33.59;0.52;8.95;324;675;0
55.26;80.28;5000;31.77;0.62;6.11;847;152;0
69.21;50;5000;34.78;0.51;9.54;168;831;0
79.87;50;5000;36;0.49;10.21;4;995;0
49.61;55.64;5000;32.76;0.56;7.95;535;464;0
60.14;50;5000;33.73;0.52;9.02;304;694;1
63.78;143.49;5000;33.4;0.67;4.38;350;649;0
56.36;76.63;5000;31.9;0.61;6.37;793;206;0
73.22;50;5000;35.26;0.5;9.79;110;889;0
67.14;123.8;5000;31.99;0.66;4.76;754;245;0
59.79;88.66;5000;31.61;0.63;5.77;919;80;0
56.31;85.85;5000;31.64;0.63;5.83;905;93;1
69.41;147.87;5000;33.38;0.66;4.39;369;630;0
51.33;70.22;5000;32.13;0.6;6.69;702;297;0
54.69;78.72;5000;31.82;0.62;6.19;830;168;1
50.71;50.38;5000.01;33.04;0.53;8.57;431;568;0
60.12;97.48;5000;31.5;0.64;5.39;996;3;0
50.73;56.3;5000;32.74;0.56;7.91;541;458;0
50.05;59.56;5000;32.58;0.57;7.56;594;405;0
51.31;62.59;5000.01;32.45;0.58;7.31;633;366;0
57.42;84.35;5000;31.67;0.63;5.93;887;112;0
64.27;50;5000;34.19;0.52;9.25;243;756;0
49.72;51.35;5000.01;32.97;0.54;8.42;463;536;0
51.67;67.47;5000;32.23;0.59;6.91;677;322;0
56.31;85.85;5000;31.64;0.63;5.83;905;93;1
76.34;50;5000.03;35.62;0.5;9.99;56;943;0
68.43;50;5000;34.68;0.51;9.49;181;818;0
74.66;143.68;5000;33.11;0.66;4.56;415;584;0
56.92;79.94;5000.01;31.79;0.62;6.17;838;161;0
76.08;50;5000;35.59;0.5;9.97;60;939;0
53.4;72.86;5000;32.02;0.61;6.55;743;256;0
67.14;122.83;5000;31.96;0.66;4.78;771;228;0
52.22;62.97;5000;32.44;0.58;7.3;635;364;0
76.88;50.02;5000;35.68;0.5;10.02;47;952;0
51.35;61.99;5000;32.48;0.58;7.37;626;373;0
51.84;60.83;5000;32.54;0.57;7.49;608;391;0
51.89;52.02;5000;33;0.54;8.42;446;553;0
73.47;50;5000;35.29;0.5;9.81;105;893;1
63.68;109.18;5000.08;31.59;0.65;5.06;933;66;0
54.76;74.53;5000;31.96;0.61;6.46;769;230;0
60.4;50;5000.01;33.76;0.52;9.04;300;699;0
51.68;56.89;5000;32.73;0.56;7.88;545;454;0
74.4;50;5000;35.4;0.5;9.87;88;911;0
54.58;74.92;5000;31.94;0.61;6.43;775;224;0
54.98;79.09;5000;31.8;0.62;6.18;834;165;0
52.83;72.41;5000.02;32.04;0.6;6.56;735;264;0
55.92;77.07;5000.01;31.88;0.61;6.33;801;198;0
66.75;50;5000;34.48;0.51;9.39;204;794;1
67.14;113.98;5000;31.74;0.65;5.01;862;137;0
74.9;50;5000;35.46;0.5;9.9;79;920;0
55.71;75.51;5000;31.93;0.61;6.42;781;218;0
55.89;50;5000;33.35;0.53;8.82;372;627;0
65.68;119.52;5000.05;31.84;0.66;4.82;820;179;0
51.59;52.36;5000.01;32.97;0.54;8.37;461;538;0
69.11;50;5000;34.77;0.51;9.53;170;829;0
55.55;76.54;5000.02;31.89;0.61;6.35;795;204;0
76.26;146.8;5000;33.36;0.66;4.55;373;626;0
67.7;127.07;5000;32.13;0.66;4.7;706;293;0
66.96;50;5000;34.51;0.51;9.4;201;798;0
73.89;50;5000;35.34;0.5;9.83;97;902;0
75.24;50;5000;35.5;0.5;9.92;74;925;0
53.88;50;5000;33.21;0.53;8.73;391;608;0
54.47;50;5000;33.25;0.53;8.76;385;614;0
49.88;54.26;5000.01;32.83;0.55;8.1;513;486;0
59.65;88.66;5000;31.6;0.63;5.77;922;77;0
62.73;50;5000;34.01;0.52;9.16;266;732;1
70.03;50;5000;34.88;0.51;9.59;155;844;0
54.69;78.72;5000;31.82;0.62;6.19;830;168;1
50.86;57.81;5000.01;32.67;0.56;7.76;568;431;0
54.02;71.22;5000;32.08;0.6;6.68;718;280;1
55.03;80.16;5000;31.77;0.62;6.11;845;154;0
52.27;57.79;5000.01;32.7;0.56;7.8;554;445;0
59.3;50;5000;33.65;0.52;8.98;315;683;1
53.17;73.93;5000.01;31.98;0.61;6.47;758;241;0
64.19;50;5000;34.18;0.52;9.24;244;755;0
51.8;53.95;5000.02;32.89;0.55;8.2;490;509;0
56.43;50;5000;33.4;0.53;8.84;361;638;0
64.72;50;5000;34.24;0.52;9.27;236;763;0
73.9;50;5000.12;35.34;0.5;9.84;96;903;0
51.73;62.95;5000;32.43;0.58;7.29;636;363;0
46.81;50.16;5000;32.99;0.54;8.48;448;551;0
52.74;59.14;5000;32.64;0.57;7.68;577;422;0
63.19;50;5000;34.06;0.52;9.19;259;740;0
57.11;86.03;5000;31.63;0.63;5.84;909;90;0
79.23;50;5000;35.93;0.49;10.17;13;986;0
73.74;150;5000;33.49;0.66;4.44;344;655;0
54.15;50;5000;33.23;0.53;8.74;388;611;0
51.9;60.67;5000;32.55;0.57;7.51;605;394;0
53.21;76.41;5000;31.9;0.61;6.3;791;208;0
77.47;50;5000;35.75;0.49;10.06;37;962;0
52.12;62.03;5000;32.48;0.58;7.39;622;377;0
51.23;53.29;5000;32.91;0.55;8.25;486;513;0
50.71;53.15;5000.01;32.9;0.55;8.25;487;512;0
50.33;53.08;5000.02;32.9;0.55;8.25;489;510;0
57.09;83.91;5000;31.68;0.63;5.95;884;114;1
51.38;51.17;5000;33.03;0.54;8.5;437;562;0
70.96;50;5000;34.99;0.51;9.65;140;859;0
59.65;89.16;5000;31.59;0.63;5.74;930;69;0
69.85;150;5000;33.54;0.66;4.37;339;660;0
55.26;78.01;5000;31.84;0.62;6.25;818;180;1
60.3;108.28;5000;31.6;0.65;5.02;920;79;0
51.79;51.2;5000;33.04;0.54;8.51;432;567;0
57.43;87.05;5000.01;31.61;0.63;5.79;916;83;0
56.31;74.92;5000.01;31.97;0.61;6.48;765;234;0
68.03;150;5000;33.63;0.67;4.35;322;677;0
69.08;50;5000;34.76;0.51;9.53;171;828;0
75.52;50;5000;35.53;0.5;9.94;69;930;0
50.85;52.99;5000.02;32.91;0.55;8.27;484;515;0
63.25;150;5000;34.12;0.67;4.32;253;746;0
53.57;69.95;5000;32.13;0.6;6.76;703;296;0
52.31;50;5000;33.13;0.53;8.67;409;590;0
47.68;50.26;5000;32.99;0.54;8.49;450;549;0
65.84;50;5000;34.37;0.51;9.34;218;781;0
50.85;63.98;5000;32.38;0.58;7.18;642;357;0
52.53;73.36;5000;32.01;0.61;6.49;747;252;0
50.32;55.75;5000;32.77;0.56;7.96;533;466;0
52.28;60.54;5000;32.56;0.57;7.53;602;397;0
75.85;50;5000;35.57;0.5;9.96;64;935;0
79.15;50;5000;35.93;0.49;10.17;14;985;0
50.91;57.33;5000;32.7;0.56;7.81;557;442;0
70.1;50;5000;34.89;0.51;9.6;153;846;0
52.17;59.08;5000;32.63;0.57;7.67;581;418;0
73.1;50;5000;35.25;0.5;9.78;113;886;0
52.55;50;5000;33.14;0.53;8.68;407;592;0
63.94;119.89;5000;31.86;0.66;4.78;807;192;0
65.38;150;5000;33.85;0.67;4.33;287;712;0
53.88;78.8;5000;31.82;0.62;6.17;826;173;0
53.9;66.36;5000;32.3;0.59;7.06;662;337;0
64.86;50;5000;34.25;0.52;9.28;233;766;0
64.6;121.39;5000;31.91;0.66;4.76;788;211;0
50.71;53.97;5000.01;32.86;0.55;8.16;503;496;0
50.71;55.65;5000.01;32.78;0.56;7.98;532;467;0
51.45;52.1;5000;32.98;0.54;8.39;458;541;0
52.2;50.05;5000;33.12;0.53;8.66;411;588;0
49.76;53;5000;32.89;0.55;8.24;493;506;0
52.78;51.01;5000;33.1;0.54;8.57;414;585;0
52.33;60.72;5000;32.55;0.57;7.52;604;395;0
69.41;149.33;5000;33.5;0.67;4.37;342;657;0
53.76;75.12;5000.06;31.94;0.61;6.4;777;222;0
53.85;70.84;5000;32.1;0.6;6.7;711;287;1
64.83;50;5000;34.25;0.52;9.28;234;765;0
54.02;69.31;5000;32.17;0.6;6.83;691;308;0
73.1;50;5000;35.25;0.5;9.78;112;887;0
57.62;79.68;5000;31.81;0.62;6.21;832;167;0
50.77;54.6;5000;32.83;0.55;8.09;514;485;0
50.77;59.47;5000;32.59;0.57;7.59;592;407;0
58.77;90.06;5000;31.56;0.63;5.68;946;53;0
51.85;55.66;5000.02;32.8;0.55;8.01;522;477;0
65.61;50;5000;34.34;0.51;9.32;221;778;0
53.1;52.22;5000.01;33.04;0.54;8.44;429;570;0
52.09;58.82;5000;32.64;0.57;7.69;579;420;0
64.29;124.82;5000;32.06;0.66;4.68;720;279;0
50.77;59.92;5000;32.57;0.57;7.55;599;400;0
54.9;75.3;5000;31.93;0.61;6.42;782;217;0
66.49;50;5000;34.45;0.51;9.38;209;790;0
58.92;88.81;5000.01;31.59;0.63;5.74;933;66;0
78.11;50;5000.01;35.82;0.49;10.1;28;971;0
73.25;50;5000;35.27;0.5;9.79;109;890;0
78.67;50.03;5000;35.87;0.49;10.14;21;978;0
50.94;59.4;5000.01;32.6;0.57;7.6;591;408;0
52.65;62.64;5000;32.46;0.58;7.35;629;370;0
60.3;93.82;5000;31.53;0.64;5.55;967;32;0
59.71;103.03;5000;31.53;0.65;5.18;969;29;1
52.28;67.07;5000.01;32.25;0.59;6.96;673;326;0
53.75;69.44;5000.02;32.16;0.6;6.81;693;306;0
51.81;64.48;5000.01;32.36;0.58;7.16;647;351;1
65.06;150;5000;33.89;0.67;4.33;283;716;0
50.86;53.27;5000;32.9;0.55;8.24;488;511;0
57.17;77.54;5000.01;31.88;0.61;6.33;799;200;0
74.21;50;5000;35.38;0.5;9.85;92;907;0
69.28;123.32;5000;32.02;0.66;4.82;743;256;0
78.23;50;5000;35.83;0.49;10.11;26;973;0
51.31;55.66;5000;32.79;0.55;7.99;527;472;0
53.48;73;5000;32.01;0.61;6.54;745;254;0
51.7;52.28;5000;32.98;0.54;8.38;457;542;0
64.31;50;5000;34.19;0.52;9.25;242;757;0
51.64;50.57;5000.01;33.07;0.53;8.58;423;576;0
50.54;65.26;5000;32.33;0.59;7.06;655;344;0
54.16;76.99;5000;31.87;0.61;6.29;805;194;0
68.72;50;5000;34.72;0.51;9.51;177;822;0
51.51;50.14;5000;33.08;0.53;8.63;419;580;0
53.54;50;5000;33.19;0.53;8.72;396;603;0
51.4;58.79;5000;32.63;0.57;7.68;582;417;0
52.99;71.88;5000.04;32.05;0.6;6.61;727;272;0
79.52;50;5000;35.96;0.49;10.19;8;991;0
78.23;50;5000;35.83;0.49;10.11;25;974;0
51.72;56.02;5000;32.78;0.56;7.97;531;468;0
49.23;51.92;5000;32.93;0.54;8.34;477;522;0
65.75;131.59;5000;32.38;0.66;4.57;638;361;0
57.21;50.03;5000;33.46;0.53;8.87;348;651;0
54.83;79.68;5000;31.79;0.62;6.14;839;160;0
50.92;65.68;5000;32.31;0.59;7.04;660;339;0
54.29;70.82;5000;32.1;0.6;6.72;709;290;0
73.83;150;5000;33.49;0.66;4.44;343;656;0
59.08;94.7;5000;31.51;0.64;5.48;981;18;0
50.98;56.67;5000;32.73;0.56;7.88;546;453;0
56.36;80.96;5000;31.75;0.62;6.1;853;145;1
64.2;144.35;5000.01;33.43;0.67;4.38;345;654;0
66.61;118.82;5000.01;31.83;0.65;4.86;825;174;0
60.23;50.01;5000;33.74;0.52;9.03;303;696;0
54.02;69.86;5000;32.14;0.6;6.78;699;299;1
52;69.86;5000;32.14;0.6;6.73;701;298;0
63.15;119.95;5000;31.88;0.66;4.76;795;204;0
60.14;50;5000;33.73;0.52;9.02;304;694;1
55.97;50;5000;33.36;0.53;8.82;370;629;0
50.03;50;5000;33.04;0.53;8.59;433;566;0
53.07;50;5000;33.17;0.53;8.7;402;597;0
61.29;97.62;5000;31.51;0.64;5.41;985;14;0
51.72;50.24;5000.01;33.09;0.53;8.62;417;582;0
51.31;62.75;5000;32.44;0.58;7.3;634;365;0
52.49;71.52;5000.02;32.07;0.6;6.62;722;277;0
54.69;67.47;5000.03;32.27;0.59;6.99;668;331;0
51.96;63.65;5000.01;32.4;0.58;7.24;640;359;0
56.56;83.48;5000;31.69;0.62;5.96;881;117;1
73.47;50;5000;35.29;0.5;9.81;105;893;1
70.32;132.85;5000.01;32.42;0.66;4.64;640;359;0
51.4;53.19;5000.01;32.92;0.55;8.27;482;517;0
49.76;51.87;5000;32.94;0.54;8.37;470;529;0
52.12;51.96;5000;33.01;0.54;8.43;440;559;0
71.8;50;5000;35.09;0.5;9.7;128;871;0
52.65;54.56;5000.01;32.89;0.55;8.16;491;508;0
49.89;52.13;5000.05;32.93;0.54;8.34;475;524;0
68.46;50;5000;34.69;0.51;9.49;180;819;0
50.4;50.05;5000;33.05;0.53;8.6;427;572;0
75.24;50;5000;35.5;0.5;9.92;73;926;0
50.67;65.4;5000;32.33;0.59;7.05;657;342;0
74.46;150;5000;33.51;0.66;4.46;340;659;0
71.49;50;5000.01;35.06;0.5;9.68;132;867;0
51.62;60.83;5000.01;32.53;0.57;7.48;609;390;0
77.14;140.48;5000;33.07;0.66;4.68;423;576;0
50.03;51.48;5000;32.97;0.54;8.42;462;537;0
51.35;53.81;5000;32.89;0.55;8.2;494;505;0
58.25;88.67;5000.01;31.58;0.63;5.73;935;64;0
60.98;50;5000;33.82;0.52;9.07;292;707;0
51.24;61.93;5000;32.48;0.58;7.37;625;374;0
71.28;143.68;5000;33.04;0.66;4.48;431;568;0
50.96;59.7;5000;32.58;0.57;7.57;595;403;1
52.2;51.79;5000;33.03;0.54;8.46;436;563;0
53.93;77.97;5000;31.85;0.62;6.22;814;184;1
57.19;83.42;5000;31.69;0.62;5.98;878;121;0
76.67;50;5000;35.66;0.5;10.01;50;949;0
50.87;58.3;5000;32.65;0.57;7.71;575;424;0
51.33;66.93;5000;32.26;0.59;6.94;671;328;0
75.86;50;5000;35.57;0.5;9.96;63;936;0
49.34;53;5000;32.88;0.55;8.23;496;503;0
54.67;66.97;5000;32.29;0.59;7.03;663;336;0
51.42;54.94;5000;32.83;0.55;8.07;515;484;0
63.02;118.56;5000;31.83;0.66;4.79;820;179;0
58.57;50;5000.01;33.58;0.52;8.94;325;674;0
60.66;106.85;5000;31.56;0.65;5.07;942;57;0
49.73;50.49;5000;33.01;0.54;8.53;442;556;1
53.6;69.44;5000;32.15;0.6;6.8;695;304;0
59.89;98.92;5000;31.5;0.64;5.33;998;1;0
53.93;77.97;5000;31.85;0.62;6.22;814;184;1
70.08;50;5000;34.88;0.51;9.59;154;845;0
52.75;58.59;5000.02;32.67;0.56;7.74;565;434;0
50.96;59.7;5000;32.58;0.57;7.57;595;403;1
53.14;67.05;5000.06;32.26;0.59;6.98;672;327;0
51.9;60.67;5000.01;32.55;0.57;7.51;606;393;0
76.51;50;5000;35.64;0.5;10;52;946;1
56.36;80.08;5000.01;31.78;0.62;6.15;843;156;0
52.5;50;5000;33.14;0.53;8.68;408;591;0
65.99;50.05;5000.01;34.39;0.51;9.34;216;783;0
71.07;50;5000;35;0.51;9.66;138;861;0
62.63;50;5000;34;0.52;9.15;268;731;0
74.23;137.42;5000;32.76;0.66;4.66;536;463;0
51.76;65.4;5000.01;32.32;0.59;7.08;658;341;0
51.72;50.13;5000;33.09;0.53;8.63;415;584;0
66.14;111.04;5000.01;31.66;0.65;5.07;893;106;0
51.71;69.49;5000;32.15;0.6;6.75;694;305;0
50.98;55.66;5000.01;32.78;0.56;7.98;530;469;0
66.41;113.75;5000;31.71;0.65;5;872;127;0
51.33;65.68;5000;32.31;0.59;7.05;661;338;0
53.09;66.57;5000.04;32.28;0.59;7.02;665;334;0
69.26;50;5000;34.78;0.51;9.54;167;832;0
52.35;55.64;5000;32.82;0.55;8.03;520;479;0
54.53;73.52;5000;31.99;0.61;6.53;751;248;0
56.14;80.16;5000;31.77;0.62;6.14;844;155;0
62.62;50;5000.01;34;0.52;9.15;269;730;0
53.85;70.84;5000;32.1;0.6;6.7;711;287;1
52.66;69.43;5000;32.15;0.6;6.78;696;303;0
74.55;50.05;5000;35.41;0.5;9.87;86;913;0
53.94;50;5000;33.22;0.53;8.74;390;609;0
67.01;50;5000;34.51;0.51;9.41;200;799;0
67.8;144.82;5000;33.2;0.66;4.4;393;606;0
73.63;50.05;5000;35.31;0.5;9.81;103;896;0
49.63;57.56;5000;32.67;0.56;7.75;567;432;0
54.77;74.92;5000;31.94;0.61;6.44;774;225;0
51.05;55.49;5000.01;32.79;0.55;8;526;473;0
50.94;50.16;5000;33.06;0.53;8.6;425;574;0
50.94;56.56;5000.01;32.74;0.56;7.89;543;456;0
71.52;50;5000.01;35.06;0.5;9.68;131;868;0
49.85;54.87;5000;32.8;0.55;8.03;523;476;0
52.7;64.87;5000;32.35;0.58;7.15;650;349;0
56.59;50;5000;33.41;0.53;8.85;359;640;0
54.02;69.86;5000;32.14;0.6;6.78;699;299;1
51.85;55.31;5000.01;32.82;0.55;8.05;519;480;0
68.53;50;5000;34.69;0.51;9.5;179;820;0
54.02;70.68;5000;32.11;0.6;6.72;708;291;0
52.35;61.75;5000.03;32.5;0.58;7.42;618;381;0
50.92;58.79;5000;32.62;0.57;7.66;584;415;0
50.51;51.92;5000.01;32.96;0.54;8.38;466;533;0
53.9;63.93;5000;32.42;0.58;7.27;637;362;0
54.16;71.94;5000;32.05;0.6;6.63;728;270;1
