speed;rate;vol;wear;rough;cost;victories;defeats;draws
80;50;7767.82;2.15;0.32;30.59;763;236;0
75.36;63.75;5000.04;2.56;0.38;17.28;395;603;1
77.43;54.88;5000.08;2.38;0.36;18.66;466;533;0
80;50;8725.3;2.19;0.31;34.6;627;372;0
80;50;10659.39;2.17;0.3;42.25;726;273;0
80;50;9576.62;2.2;0.3;38.07;585;414;0
60.06;140.22;5000.11;3.82;0.45;13.48;102;897;0
79.98;57.23;5072.76;2.15;0.36;18.62;765;234;0
77.1;54.7;5000.56;2.41;0.36;18.67;452;547;0
80;50;5652.28;2.08;0.34;21.96;950;49;0
80;50;6590.04;2.09;0.33;25.66;921;78;0
75.51;64.05;5000;2.55;0.38;17.24;400;599;0
