speed;rate;vol;wear;rough;cost;victories;defeats;draws
80;50;5294.44;3.16;0.34;21.29;909;90;0
80;50;5490.02;3.09;0.35;22.01;917;82;0
80;98.74;5000;3.81;0.45;16.12;86;913;0
80;54.75;5034.94;3.32;0.36;19.59;717;282;0
80;50.01;6260.21;2.92;0.35;25.1;851;148;0
80;107.57;5000;4.03;0.46;16.04;13;986;0
79.99;67.37;5316.62;3.31;0.39;18.88;477;522;0
80;72.41;5109.11;3.43;0.4;17.72;354;645;0
80;79.2;5000;3.53;0.42;16.88;237;762;0
80;60.46;5115.66;3.34;0.37;19.04;594;405;0
80;97.57;5000;3.78;0.45;16.14;97;902;0
80;50;6707.19;2.89;0.35;27.06;797;202;0
80;108.21;5000;4.05;0.46;16.04;6;993;0
80;58.09;5308.64;3.24;0.37;20.02;645;354;0
80;107.85;5000;4.04;0.46;16.04;11;988;0
80;50;6326.87;2.91;0.35;25.39;842;157;0
80;60.9;5000;3.4;0.37;18.6;553;446;0
80;50;6299.92;2.91;0.35;25.27;847;152;0
80;50;6081.48;2.94;0.35;24.35;874;125;0
80;65.92;5000;3.43;0.39;18.01;444;555;0
80;82.27;5000.01;3.56;0.42;16.7;211;788;0
80;78.82;5000.03;3.52;0.42;16.91;240;758;1
80;57.67;5129.37;3.31;0.37;19.47;661;338;0
79.95;59.37;5328.97;3.25;0.37;19.91;610;389;0
80;62.25;5603.36;3.18;0.38;20.48;538;461;0
80;96.74;5000;3.77;0.45;16.16;102;897;0
80;54.64;5130.75;3.28;0.36;19.93;724;275;0
80;50;6273.87;2.91;0.35;25.16;852;147;0
80;108.76;5000;4.07;0.46;16.04;2;997;0
80;50;6381.61;2.9;0.35;25.63;833;166;0
80;53.96;5171.3;3.26;0.36;20.18;734;265;0
80;59.74;5965.98;3.06;0.38;22.18;541;458;0
80;77.26;5000;3.51;0.41;17.01;260;739;0
80;78.59;5000;3.52;0.42;16.92;242;756;1
80;50.23;6196.18;2.93;0.35;24.79;822;177;0
80;68.65;5721.18;3.19;0.4;20.13;415;584;0
80;74.73;5000;3.49;0.41;17.2;288;711;0
80;98.38;5000;3.8;0.45;16.13;88;910;1
80;56.48;5535.38;3.15;0.37;21.07;646;353;0
80;56.64;5514.52;3.16;0.37;20.97;644;355;0
80;99.52;5000;3.82;0.45;16.11;80;919;0
80;89.54;5000;3.64;0.43;16.37;153;846;0
80;53.93;5900.9;3.02;0.36;22.88;694;305;0
80;92.22;5000;3.68;0.44;16.28;137;862;0
80;87.7;5000;3.62;0.43;16.44;165;834;0
80;50;5728.41;3.02;0.35;22.93;909;90;0
