speed;rate;vol;wear;rough;cost;victories;defeats;draws
74.4;50.01;7438.92;1.47;0.28;29.92;825;174;0
80;59.61;5384.34;2.05;0.31;19.49;425;574;0
74.09;54.48;5002.57;2.19;0.29;19.48;461;537;1
79.96;61.58;5845.1;1.93;0.32;20.69;390;609;0
79.75;58.32;5001.14;2.18;0.31;18.54;459;540;0
75.6;50;9586.43;1.47;0.27;39.61;845;154;0
78.84;50;8598.5;1.39;0.27;34.33;919;80;0
77.18;50;10083.88;1.5;0.27;41.44;795;204;0
76.01;55.15;5000.22;2.18;0.3;19.24;469;530;0
76.85;50;9466.34;1.44;0.27;38.79;871;128;0
78.83;65.43;5000;2.26;0.32;17.71;383;616;0
73.56;129.76;5000;2.82;0.37;15.03;86;913;0
80;55.53;5583.87;1.94;0.3;20.73;467;532;0
71.6;66.25;5000.01;2.41;0.32;18.07;294;705;0
78.1;88.43;5000.3;2.38;0.36;15.89;270;729;0
79.98;50.11;5571.61;1.84;0.29;21.61;576;423;0
72.33;114.54;5000.23;2.73;0.36;15.33;116;883;0
80;50;10795.37;1.58;0.27;43.77;726;273;0
79.91;77.16;5837.21;2.05;0.34;18.95;354;645;0
75.15;143.2;5000;2.91;0.37;14.84;54;945;0
63.63;50.01;7255.35;1.64;0.27;30.84;770;229;0
75.93;50;9511.92;1.46;0.27;39.2;859;140;0
67.38;50;6806.02;1.64;0.27;28.17;767;232;0
79.84;53.08;5024.2;2.1;0.3;19.38;512;487;0
79.94;50;8541.18;1.38;0.28;33.81;927;72;0
75.26;60.62;5000.5;2.27;0.31;18.52;393;606;0
73.68;127.5;5000;2.79;0.37;15.05;96;903;0
79.93;56.77;5524.67;1.97;0.31;20.35;442;557;0
72.74;89.17;5000.01;2.55;0.35;16.18;198;801;0
63.08;50.08;5619.12;2.03;0.27;23.38;653;346;0
73.32;66.56;5000;2.38;0.32;17.93;307;692;0
74.65;149.91;5000.01;3.03;0.37;14.87;25;974;0
77.05;145.26;5000.05;2.86;0.37;14.69;72;927;0
75.08;50;8931.13;1.43;0.27;36.73;908;91;0
73.68;149.91;5000;3.08;0.37;14.95;12;987;0
79.96;65.03;5852.55;1.97;0.32;20.26;359;640;0
73.54;141.75;5001.2;2.97;0.37;14.97;38;961;0
72.44;117.67;5000.28;2.75;0.37;15.27;111;888;0
79.41;50;8447.67;1.39;0.28;33.51;918;81;0
77.12;148;5000;2.9;0.37;14.68;66;933;0
80;100.15;5541.05;2.23;0.36;16.7;289;710;0
80;53.45;5114.71;2.07;0.3;19.58;496;503;0
62.88;50;6522.73;1.77;0.27;27.44;742;257;0
71.34;66.7;5000;2.43;0.32;18.04;284;715;0
74.35;50;8112.99;1.43;0.27;33.06;908;91;0
74.74;50.01;7888.71;1.43;0.27;31.93;890;109;0
80;56.17;5714.78;1.9;0.31;21.05;456;543;0
77.04;50;8801.66;1.4;0.27;35.69;917;82;0
79.99;77.62;6326.79;1.95;0.34;20.48;279;720;0
75.87;54.83;5000;2.18;0.3;19.3;472;527;0
80;59.61;5679.36;1.96;0.31;20.42;409;590;0
79.89;58.5;5401.58;2.04;0.31;19.71;427;572;0
79.59;50;7632.14;1.42;0.28;29.78;839;160;0
71.8;63.26;5000;2.37;0.31;18.41;325;674;0
79.82;64.69;5384.31;2.11;0.32;18.85;404;595;0
71.75;66.97;5000.01;2.42;0.32;17.98;288;711;0
79;76.33;5031.26;2.31;0.34;16.74;323;676;0
77.16;149.69;5000.05;2.92;0.37;14.67;62;937;0
80;50.88;5010.5;2.06;0.29;19.69;544;455;0
78.94;54.58;5000.05;2.14;0.3;19.14;492;507;0
74.84;50.03;5333.83;1.96;0.28;21.27;594;405;0
72.43;50.17;5543.97;1.91;0.28;22.22;628;371;0
74.62;59.42;5000.06;2.27;0.31;18.72;396;603;0
79.51;50.05;5291.53;1.94;0.29;20.74;580;419;0
73.97;112.46;5000.16;2.64;0.37;15.27;150;849;0
73.58;150;5000;3.08;0.37;14.96;12;987;0
73.86;50;9020.36;1.44;0.27;37.41;891;108;0
75.07;118.64;5000.03;2.65;0.37;15.07;147;852;0
72.69;60.69;5000.02;2.32;0.31;18.67;359;640;0
75.05;51.3;5000.02;2.11;0.29;19.92;555;444;0
80;56.7;5118.53;2.11;0.31;19.1;468;531;0
76.51;149.71;5000;2.95;0.37;14.72;51;948;0
71.23;60.96;5000.02;2.35;0.31;18.73;338;661;0
80;52.12;5290.38;1.98;0.3;20.34;518;481;0
72.78;103.28;5000.24;2.63;0.36;15.59;161;838;0
74.71;50.01;5199.08;2.01;0.28;20.82;586;413;0
80;64.54;5871.96;1.96;0.32;20.38;357;642;0
73.97;78.88;5000.23;2.46;0.34;16.76;247;752;0
80;50;8961.45;1.39;0.27;35.73;912;87;0
79.98;50;8248.78;1.39;0.28;32.47;900;99;0
80;51.39;5030.18;2.06;0.29;19.66;534;465;0
73.18;117.48;5000;2.72;0.37;15.22;121;878;0
71.8;58.88;5000;2.31;0.3;18.97;368;631;0
79.66;68.15;5749.89;2.02;0.33;19.59;344;655;0
79.89;58.36;5680.62;1.95;0.31;20.62;426;573;0
73.43;114.85;5000;2.68;0.37;15.25;132;867;0
73.04;149.91;5000;3.1;0.37;15;3;996;0
79.89;150;5000;2.8;0.38;14.46;99;900;0
71.79;98.08;5000.01;2.63;0.36;15.84;157;842;0
71.8;56.56;5000.01;2.27;0.3;19.3;404;595;0
76.85;50;10322.24;1.54;0.27;42.52;763;236;0
77.77;137.52;5000.01;2.73;0.37;14.67;107;892;0
77.04;50;5777.85;1.79;0.29;22.65;609;390;0
79.2;50;10172.74;1.49;0.27;41.36;798;201;0
79.91;59.59;5061.81;2.17;0.31;18.54;449;550;0
74.46;50;9408.72;1.46;0.27;39.06;855;144;0
77.47;149.86;5000;2.91;0.37;14.65;63;936;0
77.87;131.91;5000.01;2.66;0.37;14.71;126;873;0
72.67;70.66;5001.02;2.43;0.33;17.55;271;728;0
72.48;59.27;5000.01;2.3;0.3;18.88;369;630;0
75.65;143.67;5000.03;2.9;0.37;14.8;62;937;0
79.85;52.32;5036.61;2.08;0.3;19.54;519;480;0
80;50.32;5396.15;1.91;0.29;20.99;565;434;0
73.09;50;9483.14;1.49;0.27;39.68;825;174;0
75.05;77.29;5000.02;2.42;0.34;16.82;265;734;0
71.82;50;9151.81;1.48;0.27;38.44;847;152;0
73.18;110.01;5000;2.66;0.36;15.38;144;854;1
79;50;10474.83;1.54;0.27;42.68;767;232;0
79.68;50.02;6013.68;1.71;0.29;23.2;610;389;0
76.24;149.91;5000.01;2.96;0.37;14.75;46;953;0
80;50.6;5196.99;1.98;0.29;20.31;551;448;0
75.48;61.87;5001.08;2.29;0.31;18.35;378;621;0
79.84;147.43;5000.01;2.77;0.38;14.47;105;894;0
73.47;105.13;5000.02;2.61;0.36;15.49;164;835;0
73.09;50;8798.46;1.44;0.27;36.54;895;104;0
74.69;50;5865.01;1.78;0.28;23.23;630;369;0
79.62;94.03;5001.12;2.35;0.36;15.52;290;709;0
75.32;75.2;5000.02;2.4;0.34;16.97;267;732;0
79.03;70.27;5000.04;2.29;0.33;17.19;347;652;0
74.51;50;9260.54;1.45;0.27;38.37;868;131;0
75.92;50;9428.67;1.45;0.27;38.83;866;133;0
76.8;56.74;5000.14;2.2;0.3;18.96;457;542;0
79.99;50;8452.78;1.38;0.28;33.4;922;77;0
70.05;50.01;8934.68;1.49;0.27;37.78;838;161;0
74.01;62.45;5000.34;2.32;0.31;18.37;358;641;0
79.27;50;9095.7;1.4;0.27;36.53;903;96;0
75.86;50.01;9056.66;1.42;0.27;37.14;907;91;1
79.89;50;10552.35;1.54;0.27;42.8;762;237;0
80;50;10551.85;1.54;0.27;42.77;765;234;0
75.96;90.89;5000.08;2.45;0.36;15.9;235;764;0
75.86;50.01;9933.46;1.5;0.27;41.08;801;198;0
76.88;50;5831.93;1.77;0.29;22.86;615;384;0
78.91;50;8671.11;1.39;0.27;34.65;918;81;0
76.85;50;9573.44;1.45;0.27;39.27;857;141;1
79.55;71.05;5557.78;2.1;0.33;18.7;385;614;0
74.75;61.97;5000;2.3;0.31;18.38;368;631;0
72.75;88.76;5000.23;2.55;0.35;16.21;200;799;0
79.94;71.04;5160.17;2.22;0.34;17.5;386;613;0
80;79.88;5656.85;2.11;0.35;18.17;371;628;0
74.05;110.33;5000.02;2.63;0.36;15.31;158;841;0
72.57;89.25;5000.04;2.55;0.35;16.19;196;803;0
76.13;53.14;5000;2.14;0.29;19.55;494;505;0
79.88;146.6;5000.03;2.76;0.38;14.47;105;894;0
78.86;50;8680.26;1.39;0.27;34.71;916;83;0
78.64;149.14;5000.04;2.85;0.37;14.56;78;921;0
79.9;71.05;5000;2.28;0.34;17.06;352;647;0
73.09;50;8367.98;1.43;0.27;34.52;908;91;0
80;50;5102.91;2.01;0.29;20.12;569;430;0
79.27;50;10629.01;1.56;0.27;43.25;745;254;0
73.96;60.72;5000;2.3;0.31;18.59;377;622;0
74.13;55.13;5000.02;2.2;0.3;19.37;448;551;0
75.85;138.87;5000.36;2.83;0.37;14.8;74;925;0
72.67;59.24;5000;2.3;0.3;18.87;375;624;0
74.72;50.01;9085.34;1.44;0.27;37.52;892;107;0
79.99;50;10536.07;1.54;0.27;42.71;768;231;0
80;50;10765.85;1.57;0.27;43.65;730;269;0
73.32;50.01;9171.39;1.46;0.27;38.22;865;134;0
78.55;50;10150.75;1.5;0.27;41.41;800;199;0
71.7;88.76;5000.24;2.58;0.35;16.27;183;816;0
74.39;96.72;5000.06;2.53;0.36;15.73;196;803;0
70.13;50.28;5000.02;2.15;0.28;20.41;559;440;0
78.74;145.06;5000.46;2.78;0.38;14.56;96;903;0
79.98;65.47;5979.54;1.94;0.32;20.62;349;650;0
78.78;50;5721.28;1.8;0.29;22.26;601;398;0
73.36;50;9162.65;1.46;0.27;38.17;867;132;0
73.2;78.43;5000.01;2.48;0.34;16.84;235;764;0
71.01;65.85;5000.01;2.42;0.32;18.15;286;713;0
71.93;64.26;5000.02;2.38;0.31;18.28;310;689;0
75.28;149.82;5000;3;0.37;14.82;31;968;0
74.64;104.65;5000;2.57;0.36;15.43;182;817;0
72.68;66.73;5000;2.4;0.32;17.95;297;702;0
79.91;50.14;5866.41;1.75;0.29;22.62;595;404;0
72.08;50.01;7738.49;1.47;0.27;31.75;867;132;0
71.95;78.14;5000.17;2.51;0.34;16.94;218;781;0
68.13;50;7300.56;1.55;0.27;30.37;809;190;0
79.93;54.95;5000.31;2.13;0.3;19.02;495;504;0
73.61;123.39;5000.02;2.75;0.37;15.1;108;891;0
74.04;142.68;5000.04;2.96;0.37;14.93;44;955;0
73.99;50;9083.27;1.44;0.27;37.67;887;112;0
79.09;53.76;5000;2.12;0.3;19.25;505;494;0
80;52.12;5375.27;1.95;0.3;20.61;522;477;0
78.9;50;8541.18;1.39;0.27;34.06;920;79;0
80;55.82;5049.66;2.13;0.31;19.03;485;514;0
79.97;50;8095.85;1.39;0.28;31.77;876;123;0
73.47;104.3;5000.01;2.61;0.36;15.52;167;832;0
75.89;149.96;5000;2.98;0.37;14.77;44;955;0
72.71;59.46;5000;2.3;0.3;18.84;370;629;0
73.98;116.99;5000.09;2.68;0.37;15.18;134;865;0
77.12;50.01;9171.39;1.42;0.27;37.38;905;94;0
72.34;64.47;5000.27;2.38;0.31;18.23;310;689;0
76.27;94.82;5000.01;2.46;0.36;15.69;231;768;0
80;50;5516.35;1.86;0.29;21.44;577;422;0
79.43;91.29;5000.06;2.35;0.36;15.66;293;706;0
77.12;139.97;5000;2.79;0.37;14.7;90;909;0
79.92;54.51;5401.58;1.98;0.3;20.31;479;520;0
75.07;94.1;5000.26;2.5;0.36;15.8;214;785;0
73.11;55.88;5000.02;2.23;0.3;19.32;425;574;0
78.37;149.47;5000;2.86;0.37;14.58;73;926;0
71.99;50;8816.53;1.46;0.27;36.85;881;118;0
75.58;50;7913.98;1.42;0.28;31.88;891;108;0
78.47;58.38;5000;2.2;0.31;18.61;450;549;0
73.37;53.79;5000;2.19;0.29;19.62;466;533;0
77.29;143.12;5000;2.82;0.37;14.68;84;915;0
70.29;55.13;5000.02;2.26;0.29;19.61;407;592;0
65.75;50;5082.83;2.18;0.28;21.05;566;433;0
71.86;50;8775.51;1.46;0.27;36.69;879;120;0
73.32;54.13;5000;2.2;0.29;19.57;460;539;0
79.83;140.36;5000.05;2.68;0.38;14.51;121;878;0
79.77;57.99;5541.05;1.99;0.31;20.23;430;569;0
73.98;69.92;5000.01;2.4;0.33;17.54;288;711;0
78.37;50.13;5123.41;2.01;0.29;20.28;580;419;0
76.64;50.03;8533.15;1.4;0.27;34.53;920;79;0
77.8;145.6;5000;2.83;0.37;14.63;77;922;0
71.05;60.67;5000.15;2.35;0.31;18.78;340;659;0
78.88;50;8541.18;1.39;0.27;34.06;918;81;0
75.78;50;9200.82;1.43;0.27;37.82;892;107;0
77.59;50;7764.89;1.42;0.28;30.78;861;138;0
73.86;50;9382.46;1.47;0.27;39.07;850;149;0
79.38;88.58;5008.6;2.34;0.36;15.83;298;701;0
78.58;50;10130.11;1.49;0.27;41.32;800;199;0
75.02;59.7;5001.08;2.27;0.31;18.66;402;597;0
79.78;53.17;5000.02;2.11;0.3;19.3;515;484;0
75.58;53.99;5000.01;2.16;0.3;19.45;479;520;0
79.66;150;5000;2.81;0.38;14.48;93;906;0
72.45;66.7;5000.35;2.4;0.32;17.97;295;704;0
76.45;149.84;5000;2.95;0.37;14.73;50;949;0
78.13;61.6;5000.08;2.24;0.32;18.21;409;590;0
73.47;136.75;5000;2.9;0.37;14.99;59;940;0
73.61;55.02;5000;2.21;0.3;19.42;445;554;0
75.21;50;8541.18;1.41;0.27;34.89;919;80;0
75.14;150;5000;3.01;0.37;14.83;30;969;0
75.82;62.18;5000.04;2.28;0.31;18.29;378;621;0
67.12;50.02;8408.73;1.52;0.27;35.84;817;182;0
73.5;84.01;5001.58;2.5;0.35;16.44;222;777;0
76.81;50;8991.68;1.41;0.27;36.62;911;88;0
75.58;52.71;5000.01;2.14;0.29;19.65;501;498;0
79.45;53.59;5000.03;2.12;0.3;19.26;506;493;0
80;64.69;5871.96;1.96;0.32;20.36;356;643;0
73.56;106.85;5001.63;2.62;0.36;15.44;161;838;0
73.26;108.35;5000;2.64;0.36;15.41;151;848;0
79.93;62.86;5000.02;2.23;0.32;17.94;416;583;0
75.01;149.84;5000;3.02;0.37;14.84;27;972;0
77.72;54.39;5000.01;2.15;0.3;19.25;488;511;0
79.9;67.17;5524.67;2.08;0.33;18.98;388;611;0
78.7;56.65;5000.01;2.17;0.31;18.84;465;534;0
79.92;51.24;5386.19;1.93;0.29;20.8;542;456;1
74.37;145.16;5000;2.98;0.37;14.9;36;963;0
72.58;56.37;5000;2.25;0.3;19.28;418;581;0
80;50;10775.53;1.57;0.27;43.69;728;271;0
72.72;60.92;5000.23;2.32;0.31;18.64;358;641;0
61.05;50.01;6642.98;1.79;0.27;28.22;734;265;0
78.5;149.14;5000.03;2.85;0.37;14.57;78;921;0
79.2;76.33;5724.04;2.09;0.34;18.74;357;642;0
78.73;135.94;5000.01;2.67;0.38;14.61;128;871;0
73.29;149.96;5000.1;3.09;0.37;14.98;8;991;0
78;87.66;5011.5;2.38;0.35;15.97;271;728;0
77.5;57.39;5000;2.2;0.31;18.82;450;549;0
79.86;98.75;5000.06;2.36;0.37;15.31;279;720;0
73.65;149.99;5000;3.08;0.37;14.95;13;986;0
74.14;50.06;8840.55;1.43;0.27;36.5;901;98;0
74.02;120.99;5000.34;2.71;0.37;15.11;123;876;0
78.92;52.21;5000;2.1;0.29;19.51;522;477;0
79.46;60.15;5000.03;2.21;0.31;18.31;434;565;0
75.89;50.01;9313.3;1.44;0.27;38.31;879;120;0
80;50;10688.08;1.56;0.27;43.33;742;257;0
80;55.51;5476.25;1.97;0.3;20.38;463;536;0
80;50;10718.7;1.56;0.27;43.46;738;261;0
72.45;75.2;5000.02;2.48;0.33;17.15;244;755;0
80;50;10806.91;1.58;0.27;43.81;725;274;0
79.6;149.95;5000.26;2.82;0.38;14.49;91;908;0
73.08;77.91;5000.23;2.48;0.34;16.89;235;764;0
71.7;98.12;5000.24;2.63;0.36;15.84;156;843;0
78.95;77.38;5000.08;2.32;0.34;16.57;317;682;0
80;50;10571.63;1.54;0.27;42.85;761;238;0
76.75;50;9483.86;1.44;0.27;38.89;869;130;0
79.9;50.05;7994.09;1.4;0.28;31.32;861;138;0
80;64.29;5875.52;1.95;0.32;20.43;358;641;0
75.55;81.06;5000.02;2.42;0.34;16.51;256;743;0
79.69;56.35;5143.88;2.1;0.31;19.25;470;529;0
75.81;63.53;5000.8;2.3;0.32;18.12;362;637;0
79.09;146.94;5000;2.8;0.38;14.53;92;907;0
71.28;70.55;5000.41;2.47;0.32;17.64;257;742;0
75.03;79.4;5000.05;2.43;0.34;16.66;256;743;0
79.94;146.65;5000;2.75;0.38;14.47;106;893;0
75.4;89.58;5000.02;2.47;0.35;16;231;768;0
76.65;50.02;9648.95;1.46;0.27;39.65;844;155;0
71.23;60.76;5000.02;2.35;0.31;18.76;341;658;0
79.91;57.59;5195.89;2.1;0.31;19.21;457;542;0
76.88;50;7622.09;1.44;0.28;30.28;845;154;0
78.98;63.07;5000.02;2.24;0.32;17.98;404;595;0
73.2;97.8;5000;2.58;0.36;15.76;177;822;0
76.28;50;9320.39;1.44;0.27;38.25;881;118;0
73.16;65.79;5000.03;2.38;0.32;18.03;313;686;0
75.92;59.91;5001.23;2.25;0.31;18.57;409;590;0
79.49;58.35;5145.08;2.13;0.31;18.98;451;548;0
80;143.32;5000.07;2.71;0.38;14.48;117;882;0
74.13;110.33;5000.02;2.62;0.37;15.31;159;840;0
79.44;149.95;5000;2.82;0.38;14.5;88;911;0
65.93;50;6948.95;1.64;0.27;29.05;773;226;0
73.23;94.03;5000.23;2.56;0.35;15.92;191;808;0
76.94;89.23;5000.04;2.42;0.35;15.92;254;745;0
75.06;70.27;5000.04;2.37;0.33;17.44;303;696;0
79.92;75.72;5064.02;2.27;0.34;16.82;343;656;0
79.7;73.1;5000.07;2.29;0.34;16.88;341;658;0
74.04;93.97;5000.01;2.53;0.36;15.87;198;801;0
73.63;54.94;5000.02;2.21;0.3;19.43;448;551;0
71.73;64.47;5000.27;2.39;0.31;18.27;305;694;0
77.41;50;8835.14;1.4;0.27;35.76;915;84;0
79.89;82.85;5504.6;2.16;0.35;17.52;360;639;0
79.79;68.85;5057.68;2.25;0.33;17.44;382;617;0
74.87;106.94;5000;2.57;0.36;15.35;179;820;0
73.48;108.77;5000.02;2.64;0.36;15.39;153;846;0
71.82;50;9157.69;1.48;0.27;38.47;845;154;0
73.67;114.74;5000;2.67;0.37;15.24;137;862;0
76.49;50;9832.68;1.48;0.27;40.5;825;174;0
76.43;50;8541.18;1.4;0.27;34.62;920;79;0
69.15;70.27;5000.04;2.52;0.32;17.8;235;764;0
78.21;149.82;5000.01;2.87;0.37;14.59;71;928;0
74.62;144.77;5000.04;2.96;0.37;14.88;43;956;0
79.89;62.12;5064.69;2.2;0.32;18.22;423;576;0
72.69;115.83;5000.02;2.72;0.37;15.28;119;880;0
79.88;64.44;5000.27;2.24;0.32;17.76;399;600;0
77.27;58.23;5000;2.21;0.31;18.71;440;559;0
73.22;90.56;5000.29;2.54;0.35;16.08;199;800;0
79.82;66.92;5090.02;2.22;0.33;17.74;395;604;0
79.94;50;10629.01;1.55;0.27;43.1;753;246;0
79.26;145.56;5000.01;2.77;0.38;14.52;100;899;0
79.05;70.55;5000.21;2.29;0.33;17.16;346;653;0
79.78;145.38;5000;2.74;0.38;14.48;108;891;0
79.71;53.26;5000.03;2.11;0.3;19.29;513;486;0
74.01;84.42;5000;2.48;0.35;16.38;228;771;0
73.44;149.91;5000.01;3.09;0.37;14.97;9;990;0
76;149.91;5000.05;2.97;0.37;14.76;45;954;0
74.4;50.01;7955.77;1.43;0.27;32.31;900;99;0
73.02;50;8635.67;1.44;0.27;35.79;904;95;0
78.66;149.98;5000.01;2.86;0.37;14.56;79;920;0
72.69;78.7;5000.99;2.49;0.34;16.86;229;770;0
71.38;83.92;5000;2.56;0.34;16.57;194;805;0
75.86;50.01;9443.59;1.45;0.27;38.9;864;135;0
79.46;50.33;5610.67;1.84;0.29;21.75;576;423;0
76.66;148.39;5000.02;2.92;0.37;14.71;57;942;0
73.42;70.9;5000.18;2.42;0.33;17.48;281;718;0
79.96;52.05;5379.26;1.95;0.3;20.64;523;476;0
79.95;150;5000.02;2.8;0.38;14.46;100;899;0
72.53;88.22;5000.05;2.55;0.35;16.25;197;802;0
73.21;72.89;5000.01;2.44;0.33;17.3;263;736;0
75.65;149.87;5000.04;2.99;0.37;14.79;39;960;0
74.37;149.84;5000;3.04;0.37;14.89;22;977;0
75.52;85.65;5000.54;2.45;0.35;16.21;241;758;0
73.03;139.02;5000.04;2.95;0.37;15.01;46;953;0
79.95;50;10571.9;1.54;0.27;42.87;759;240;0
79;55.13;5000.01;2.15;0.3;19.05;485;514;0
73.18;110.01;5000;2.66;0.36;15.38;144;854;1
73.55;143.71;5000.01;2.99;0.37;14.96;28;971;0
74.06;95.49;5000.07;2.54;0.36;15.8;195;804;0
73.49;56.74;5000.01;2.24;0.3;19.17;417;582;0
73.19;57.51;5000;2.26;0.3;19.08;408;591;0
76.83;65.1;5000.04;2.3;0.32;17.87;361;638;0
76.8;63.32;5000;2.28;0.32;18.08;377;622;0
79.96;50.55;5401.68;1.91;0.29;20.97;558;441;0
74.17;148.29;5000;3.03;0.37;14.91;24;975;0
77;50;9552.2;1.45;0.27;39.14;861;138;0
75.03;88.95;5000.05;2.47;0.35;16.05;228;771;0
73.11;67.77;5000.01;2.4;0.32;17.81;292;707;0
79.32;77.29;5000.02;2.31;0.34;16.56;320;679;0
72.11;68.8;5000;2.43;0.32;17.77;276;723;0
79.96;71.63;5680.62;2.06;0.33;18.98;376;623;0
77.04;50;10333.7;1.54;0.27;42.53;764;235;0
78.5;78.58;5000.03;2.34;0.34;16.51;311;688;0
76.37;64.44;5000;2.3;0.32;17.98;359;640;0
72;107.1;5000.01;2.68;0.36;15.53;133;866;0
71.34;88.94;5000;2.59;0.35;16.28;179;820;0
73.68;64.15;5000;2.35;0.32;18.18;336;663;0
79.7;82.85;5292.74;2.23;0.35;16.93;331;668;0
79.82;87.48;5349.26;2.22;0.36;16.79;328;671;0
71.75;59.53;5000.01;2.32;0.3;18.89;361;638;0
80;51.61;5192.01;2;0.29;20.12;531;468;0
71.21;61.97;5000;2.37;0.31;18.6;334;665;0
79.82;68.59;5784.89;2.02;0.33;19.64;341;658;0
73.57;115.86;5003.44;2.69;0.37;15.23;130;869;0
79.92;148.45;5000.03;2.78;0.38;14.46;105;894;0
72.3;50;5634.88;1.87;0.28;22.61;639;360;0
71.38;50;9289.58;1.49;0.27;39.16;815;184;0
71.15;75.94;5000.23;2.52;0.33;17.17;225;774;0
73.57;147.96;5000;3.05;0.37;14.96;18;981;0
78.42;50;5063.89;2.03;0.29;20.11;584;415;0
76.29;88.98;5000.01;2.44;0.35;15.97;243;756;0
79.51;83.8;5140.8;2.28;0.35;16.46;315;684;0
73.42;74.21;5000;2.44;0.33;17.17;256;743;0
73.09;149.95;5000;3.1;0.37;15;5;994;0
72.91;64.73;5000.39;2.37;0.32;18.16;322;677;0
74.77;98.41;5000;2.53;0.36;15.64;199;800;0
78.82;91.29;5000.11;2.37;0.36;15.7;283;716;0
75.43;57.37;5003.79;2.22;0.3;18.96;436;563;0
79.86;50.15;5090.85;2.01;0.29;20.07;566;433;0
76.94;81.6;5000.04;2.39;0.35;16.38;272;727;0
74.12;55.71;5000.02;2.22;0.3;19.28;444;555;0
72.71;106.94;5000.01;2.65;0.36;15.49;147;852;0
77.5;50.17;8497.46;1.4;0.27;34.13;903;96;0
79.82;71.05;5496.17;2.11;0.33;18.49;393;606;0
79.66;68.32;5000;2.27;0.33;17.35;369;630;0
70.73;88.76;5000.24;2.61;0.35;16.33;172;827;0
79.14;150;5000;2.84;0.38;14.52;82;917;0
72.91;61.27;5000;2.32;0.31;18.58;357;642;0
74.09;54.48;5002.57;2.19;0.29;19.48;461;537;1
73.85;149.84;5000;3.07;0.37;14.93;14;985;0
73.11;65.66;5000.04;2.38;0.32;18.04;314;685;0
76.69;138.79;5000;2.79;0.37;14.74;87;912;0
73.49;149.95;5000;3.08;0.37;14.96;11;988;0
75.04;85.76;5000;2.46;0.35;16.24;237;762;0
73.55;59.26;5000.75;2.28;0.31;18.81;387;612;0
75.97;136.89;5000;2.8;0.37;14.81;82;917;0
80;50;10683.65;1.56;0.27;43.31;744;255;0
78.62;84.21;5000;2.35;0.35;16.11;293;706;0
74.51;52.68;5011.96;2.14;0.29;19.76;501;498;0
74.81;116.99;5000.09;2.65;0.37;15.12;148;851;0
78.66;149.91;5000.01;2.86;0.37;14.56;78;921;0
79.95;68.77;5991.3;1.96;0.33;20.27;336;663;0
75.59;149.83;5002.03;2.99;0.37;14.8;36;963;0
73.61;62.81;5000.01;2.33;0.31;18.35;351;648;0
75.18;57.13;5000;2.22;0.3;19;432;567;0
75.86;50;9267.39;1.44;0.27;38.11;885;114;0
74.04;107.24;5000.01;2.6;0.36;15.39;167;832;0
73.15;59.79;5000;2.3;0.31;18.76;373;626;0
73.31;97.71;5000.06;2.57;0.36;15.76;180;819;0
79.78;72.35;5695.84;2.06;0.34;18.97;370;629;0
73.36;50;9151.81;1.46;0.27;38.12;868;131;0
78.53;62.64;5000.03;2.25;0.32;18.06;401;598;0
72.91;62.45;5000.04;2.34;0.31;18.44;347;652;0
72.25;63.81;5000.01;2.37;0.31;18.31;325;674;0
79.99;140.01;5000;2.67;0.38;14.5;129;870;0
79.91;77.16;6157.03;1.98;0.34;19.97;294;705;0
75.58;62.59;5000.01;2.29;0.31;18.25;368;631;0
72.67;54.59;5000.01;2.21;0.29;19.54;442;557;0
79.92;61.35;5000.02;2.21;0.32;18.13;426;573;0
71.34;62.45;5000.36;2.37;0.31;18.53;329;670;0
75.86;50;9321.37;1.44;0.27;38.35;878;121;0
74.33;106.94;5000.03;2.59;0.36;15.38;171;828;0
77.93;149.83;5000.01;2.89;0.37;14.61;70;929;0
79.54;91.8;5000.01;2.35;0.36;15.63;296;703;0
72.98;102.28;5000.28;2.61;0.36;15.61;168;831;0
72.25;78.81;5000.08;2.51;0.34;16.87;224;775;0
79.77;61.58;5845.1;1.94;0.32;20.71;388;611;0
76.53;50;9260.49;1.43;0.27;37.92;892;106;1
77.09;83.51;5000;2.39;0.35;16.25;268;731;0
74;117.2;5000.21;2.68;0.37;15.17;133;866;0
76.91;86.08;5000.01;2.41;0.35;16.1;259;740;0
73.27;56.91;5000;2.25;0.3;19.16;413;586;0
76.69;93.56;5000.06;2.44;0.36;15.72;240;759;0
73.06;82.67;5000;2.5;0.34;16.55;223;776;0
73.01;50;9179.61;1.46;0.27;38.32;860;139;0
72.33;94.03;5000.25;2.59;0.35;15.97;177;822;0
79.98;66.49;5390.14;2.12;0.33;18.64;406;593;0
71.93;78.88;5000.24;2.51;0.34;16.89;219;780;0
75.84;145.26;5000.03;2.91;0.37;14.78;60;939;0
76.78;57.73;5000;2.21;0.31;18.81;441;558;0
75.38;149.87;5000.01;3;0.37;14.81;31;968;0
78.04;54.34;5002.57;2.14;0.3;19.24;491;508;0
80;50;8612.11;1.38;0.28;34.13;930;69;0
76.17;131.09;5000;2.72;0.37;14.84;104;895;0
66.57;50.44;5104.8;2.17;0.28;21;548;451;0
77.24;63.38;5000.01;2.27;0.32;18.05;380;619;0
73.47;116.16;5000;2.69;0.37;15.23;128;871;0
65.53;50;5037.68;2.2;0.28;20.9;561;438;0
79.29;68.25;5000.02;2.28;0.33;17.38;365;634;0
79.99;56.41;5000;2.16;0.31;18.8;475;524;0
